Código;Espacialidades;Índice de Gini 2000;Índice de Gini 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;% de pobres 2010
3157252;Santa Bárbara do Leste;0,44;0,44;0,613;0,608;0,8;0,473;24,16
3157278;Santa Bárbara do Monte Verde;0,58;0,49;0,606;0,617;0,823;0,438;21,63
1506351;Santa Bárbara do Pará;0,5;0,52;0,627;0,575;0,784;0,546;39,11
4316709;Santa Bárbara do Sul;0,57;0,49;0,725;0,716;0,841;0,634;8,47
3157302;Santa Bárbara do Tugúrio;0,58;0,43;0,637;0,616;0,81;0,517;18,84
3546009;Santa Branca;0,5;0,47;0,735;0,706;0,828;0,678;7,36
2927606;Santa Brígida;0,61;0,55;0,546;0,533;0,71;0,431;51,75
5107248;Santa Carmem;0,66;0,48;0,715;0,703;0,827;0,628;8,3
2513158;Santa Cecília;0,51;0,48;0,525;0,515;0,699;0,402;50,59
4215505;Santa Cecília;0,54;0,52;0,698;0,697;0,819;0,597;10,51
4123204;Santa Cecília do Pavão;0,49;0,47;0,723;0,681;0,838;0,661;12,23
4316733;Santa Cecília do Sul;0,5;0,48;0,725;0,781;0,839;0,581;4,44
3546108;Santa Clara D'Oeste;0,46;0,45;0,733;0,712;0,804;0,687;3,17
4316758;Santa Clara do Sul;0,37;0,36;0,74;0,747;0,843;0,644;1,96
2411205;Santa Cruz;0,6;0,52;0,635;0,597;0,761;0,564;34,56
2513208;Santa Cruz;0,51;0,46;0,618;0,578;0,779;0,523;30,87
2612455;Santa Cruz;0,72;0,57;0,549;0,522;0,722;0,438;53,84
2927705;Santa Cruz Cabrália;0,63;0,58;0,654;0,624;0,784;0,571;35,33
2612471;Santa Cruz da Baixa Verde;0,53;0,51;0,612;0,557;0,786;0,523;41,67
3546207;Santa Cruz da Conceição;0,52;0,67;0,79;0,83;0,876;0,679;2,05
3546256;Santa Cruz da Esperança;0,55;0,53;0,743;0,719;0,832;0,686;8,29
3546306;Santa Cruz das Palmeiras;0,51;0,51;0,728;0,746;0,815;0,635;4,2
2927804;Santa Cruz da Vitória;0,44;0,54;0,61;0,573;0,786;0,504;40,13
5219209;Santa Cruz de Goiás;0,55;0,49;0,688;0,7;0,827;0,563;7,2
3157336;Santa Cruz de Minas;0,45;0,39;0,706;0,66;0,839;0,636;8,45
4123303;Santa Cruz de Monte Castelo;0,52;0,38;0,71;0,681;0,831;0,633;5,14
3157377;Santa Cruz de Salinas;0,74;0,49;0,577;0,548;0,757;0,463;42,8
1506401;Santa Cruz do Arari;0,61;0,49;0,557;0,483;0,775;0,461;62,21
2612505;Santa Cruz do Capibaribe;0,52;0,45;0,648;0,667;0,806;0,506;10,26
3157401;Santa Cruz do Escalvado;0,51;0,46;0,625;0,618;0,815;0,485;23,35
2209104;Santa Cruz do Piauí;0,55;0,49;0,601;0,57;0,72;0,53;33,99
3546405;Santa Cruz do Rio Pardo;0,54;0,46;0,762;0,744;0,867;0,686;2,89
2209153;Santa Cruz dos Milagres;0,53;0,44;0,577;0,524;0,719;0,509;44,34
4316808;Santa Cruz do Sul;0,53;0,49;0,773;0,782;0,852;0,693;3,68
5107743;Santa Cruz do Xingu;0,58;0,55;0,684;0,704;0,828;0,55;15,94
3157500;Santa Efigênia de Minas;0,62;0,47;0,607;0,579;0,793;0,487;31,64
3546504;Santa Ernestina;0,47;0,42;0,738;0,716;0,802;0,699;2,62
4123402;Santa Fé;0,5;0,41;0,705;0,721;0,808;0,601;2,24
5219258;Santa Fé de Goiás;0,44;0,48;0,713;0,703;0,847;0,608;3,21
3157609;Santa Fé de Minas;0,56;0,53;0,615;0,589;0,804;0,492;32,46
1718865;Santa Fé do Araguaia;0,57;0,54;0,616;0,604;0,804;0,482;31,68
3546603;Santa Fé do Sul;0,57;0,49;0,784;0,763;0,84;0,751;3,41
2209203;Santa Filomena;0,57;0,59;0,544;0,53;0,789;0,385;53,49
2612554;Santa Filomena;0,62;0,55;0,533;0,496;0,752;0,406;55,58
2109759;Santa Filomena do Maranhão;0,53;0,58;0,525;0,461;0,722;0,435;66,16
3546702;Santa Gertrudes;0,4;0,38;0,737;0,723;0,847;0,654;1,92
2109809;Santa Helena;0,63;0,5;0,571;0,531;0,746;0,471;46,24
2513307;Santa Helena;0,52;0,5;0,609;0,57;0,786;0,504;36,89
4123501;Santa Helena;0,58;0,52;0,744;0,738;0,823;0,678;6,48
4215554;Santa Helena;0,5;0,38;0,727;0,705;0,833;0,653;6,05
5219308;Santa Helena de Goiás;0,51;0,53;0,724;0,734;0,823;0,627;5,17
3157658;Santa Helena de Minas;0,53;0,48;0,567;0,531;0,723;0,474;47,38
2109908;Santa Inês;0,58;0,53;0,674;0,633;0,788;0,615;24,38
2513356;Santa Inês;0,57;0,55;0,572;0,54;0,706;0,492;48,87
2927903;Santa Inês;0,51;0,48;0,574;0,571;0,704;0,47;36,1
4123600;Santa Inês;0,49;0,38;0,717;0,675;0,827;0,659;3,38
3546801;Santa Isabel;0,51;0,45;0,738;0,7;0,834;0,689;7,63
5219357;Santa Isabel;0,43;0,4;0,683;0,658;0,818;0,593;8,58
4123709;Santa Isabel do Ivaí;0,53;0,41;0,72;0,697;0,817;0,656;5,2
1506500;Santa Isabel do Pará;0,55;0,51;0,659;0,622;0,798;0,576;26,13
1303601;Santa Isabel do Rio Negro;0,67;0,72;0,479;0,461;0,737;0,323;70,85
4123808;Santa Izabel do Oeste;0,57;0,45;0,696;0,677;0,826;0,603;11,23
3157708;Santa Juliana;0,52;0,43;0,706;0,726;0,868;0,558;2,98
3204500;Santa Leopoldina;0,55;0,55;0,626;0,646;0,797;0,477;26,35
3546900;Santa Lúcia;0,45;0,39;0,737;0,696;0,818;0,703;3,91
4123824;Santa Lúcia;0,57;0,44;0,687;0,688;0,795;0,592;10,05
2209302;Santa Luz;0,47;0,51;0,588;0,539;0,768;0,49;48,31
2928000;Santaluz;0,62;0,49;0,598;0,559;0,764;0,5;38,74
2110005;Santa Luzia;0,56;0,58;0,55;0,525;0,7;0,452;51,91
2513406;Santa Luzia;0,52;0,51;0,682;0,62;0,804;0,635;28,12
2928059;Santa Luzia;0,43;0,46;0,556;0,564;0,768;0,396;35,7
3157807;Santa Luzia;0,46;0,43;0,715;0,682;0,859;0,625;7,99
1100296;Santa Luzia D'Oeste;0,48;0,49;0,67;0,657;0,812;0,564;16,49
2806305;Santa Luzia do Itanhy;0,48;0,53;0,545;0,513;0,764;0,414;54,89
2707909;Santa Luzia do Norte;0,53;0,48;0,597;0,58;0,77;0,477;32,72
1506559;Santa Luzia do Pará;0,59;0,56;0,546;0,53;0,724;0,424;52,26
2110039;Santa Luzia do Paruá;0,52;0,52;0,599;0,583;0,723;0,51;36,28
3157906;Santa Margarida;0,67;0,61;0,61;0,635;0,785;0,455;34,42
4316972;Santa Margarida do Sul;0,47;0,54;0,663;0,691;0,87;0,484;11,81
2409332;Santa Maria;0,5;0,45;0,59;0,554;0,779;0,477;36,95
4316907;Santa Maria;0,56;0,55;0,784;0,795;0,848;0,715;5,47
2612604;Santa Maria da Boa Vista;0,58;0,55;0,59;0,564;0,773;0,472;43,26
1506583;Santa Maria das Barreiras;0,61;0,56;0,544;0,555;0,783;0,37;44,03
3547007;Santa Maria da Serra;0,46;0,45;0,686;0,688;0,82;0,571;7,46
2928109;Santa Maria da Vitória;0,64;0,54;0,614;0,592;0,758;0,516;34,68
3158003;Santa Maria de Itabira;0,57;0,45;0,648;0,622;0,821;0,533;18,58
3204559;Santa Maria de Jetibá;0,62;0,49;0,671;0,695;0,834;0,521;11,4
2612703;Santa Maria do Cambucá;0,64;0,46;0,548;0,571;0,735;0,393;33,69
4316956;Santa Maria do Herval;0,34;0,3;0,676;0,716;0,846;0,51;1,34
4123857;Santa Maria do Oeste;0,52;0,48;0,609;0,6;0,79;0,477;28,21
1506609;Santa Maria do Pará;0,55;0,52;0,598;0,595;0,764;0,471;34,67
3158102;Santa Maria do Salto;0,52;0,44;0,613;0,593;0,765;0,507;25,42
3158201;Santa Maria do Suaçuí;0,61;0,54;0,64;0,629;0,817;0,511;28,32
1718881;Santa Maria do Tocantins;0,5;0,53;0,634;0,6;0,784;0,543;35,51
3304607;Santa Maria Madalena;0,53;0,48;0,668;0,672;0,797;0,556;16,13
4123907;Santa Mariana;0,51;0,43;0,7;0,684;0,804;0,624;8,3
3547106;Santa Mercedes;0,5;0,4;0,739;0,683;0,847;0,699;5,57
4123956;Santa Mônica;0,47;0,48;0,704;0,698;0,792;0,63;5,04
1600600;Santana;0,63;0,55;0,692;0,654;0,794;0,638;25,39
2928208;Santana;0,62;0,54;0,608;0,585;0,776;0,496;38,45
4317004;Santana da Boa Vista;0,63;0,52;0,633;0,63;0,802;0,503;27,76
3547205;Santana da Ponte Pensa;0,48;0,42;0,773;0,751;0,84;0,733;0,96
3158300;Santana da Vargem;0,55;0,4;0,698;0,681;0,85;0,587;6,47
3158409;Santana de Cataguases;0,49;0,41;0,694;0,643;0,793;0,655;14,07
2513505;Santana de Mangueira;0,52;0,54;0,535;0,488;0,756;0,414;58,22
3547304;Santana de Parnaíba;0,71;0,67;0,814;0,876;0,849;0,725;4,71
3158508;Santana de Pirapama;0,54;0,42;0,628;0,617;0,816;0,493;17,5
2312007;Santana do Acaraú;0,67;0,66;0,587;0,536;0,755;0,5;59,47
1506708;Santana do Araguaia;0,6;0,46;0,602;0,591;0,774;0,478;26,78
2312106;Santana do Cariri;0,64;0,56;0,612;0,527;0,779;0,557;56,11
3158607;Santana do Deserto;0,45;0,44;0,651;0,66;0,849;0,493;13,39
3158706;Santana do Garambéu;0,58;0,54;0,667;0,648;0,822;0,558;21,99
2708006;Santana do Ipanema;0,68;0,61;0,591;0,579;0,77;0,463;47,02
4124004;Santana do Itararé;0,57;0,5;0,687;0,654;0,848;0,585;14,8
3158805;Santana do Jacaré;0,49;0,42;0,647;0,655;0,79;0,523;9,3
4317103;Sant'Ana do Livramento;0,6;0,54;0,727;0,715;0,846;0,636;13,21
3158904;Santana do Manhuaçu;0,46;0,5;0,621;0,622;0,809;0,475;25,93
2110237;Santana do Maranhão;0,54;0,57;0,51;0,445;0,758;0,394;70,94
2411403;Santana do Matos;0,56;0,55;0,591;0,559;0,767;0,482;43,45
2708105;Santana do Mundaú;0,57;0,49;0,519;0,513;0,752;0,362;48,88
3158953;Santana do Paraíso;0,5;0,42;0,685;0,663;0,878;0,552;10,46
2209351;Santana do Piauí;0,43;0,47;0,574;0,539;0,736;0,476;42,54
3159001;Santana do Riacho;0,55;0,5;0,665;0,641;0,834;0,551;19,28
2806404;Santana do São Francisco;0,51;0,48;0,59;0,544;0,716;0,526;43,24
2411429;Santana do Seridó;0,41;0,41;0,642;0,595;0,767;0,58;24,2
2513604;Santana dos Garrotes;0,53;0,48;0,594;0,568;0,772;0,479;36,73
3159100;Santana dos Montes;0,47;0,4;0,647;0,608;0,801;0,557;20,12
2928307;Santanópolis;0,54;0,52;0,592;0,561;0,746;0,496;38,96
2312205;Santa Quitéria;0,64;0,56;0,616;0,546;0,775;0,553;48,79
2110104;Santa Quitéria do Maranhão;0,59;0,51;0,555;0,49;0,76;0,458;57,13
1506807;Santarém;0,61;0,58;0,691;0,632;0,807;0,648;31,07
2513653;Santarém;0,47;0,44;0,622;0,553;0,765;0,568;34,96
1506906;Santarém Novo;0,61;0,56;0,587;0,52;0,774;0,502;55,9
2110203;Santa Rita;0,64;0,53;0,609;0,553;0,743;0,551;44,19
2513703;Santa Rita;0,48;0,46;0,627;0,597;0,774;0,534;26,14
3159209;Santa Rita de Caldas;0,53;0,43;0,69;0,693;0,823;0,576;5,91
2928406;Santa Rita de Cássia;0,67;0,6;0,605;0,564;0,766;0,513;46,85
3159407;Santa Rita de Ibitipoca;0,6;0,51;0,63;0,625;0,793;0,505;25,37
3159308;Santa Rita de Jacutinga;0,48;0,47;0,682;0,676;0,826;0,567;11,37
3159357;Santa Rita de Minas;0,53;0,44;0,613;0,627;0,791;0,464;19,32
5219407;Santa Rita do Araguaia;0,57;0,48;0,714;0,703;0,842;0,616;8,6
3547403;Santa Rita D'Oeste;0,49;0,39;0,761;0,711;0,839;0,74;2,87
3159506;Santa Rita do Itueto;0,53;0,44;0,607;0,609;0,779;0,472;21,08
5219456;Santa Rita do Novo Destino;0,43;0,44;0,634;0,639;0,82;0,487;16,14
5007554;Santa Rita do Pardo;0,48;0,44;0,642;0,655;0,8;0,505;11,13
3547502;Santa Rita do Passa Quatro;0,56;0,48;0,775;0,764;0,887;0,686;3,42
3159605;Santa Rita do Sapucaí;0,59;0,48;0,721;0,727;0,83;0,62;4,96
1718899;Santa Rita do Tocantins;0,46;0,53;0,651;0,63;0,83;0,527;24,57
5107768;Santa Rita do Trivelato;0,85;0,5;0,735;0,738;0,852;0,632;5,79
4317202;Santa Rosa;0,55;0,47;0,769;0,752;0,871;0,693;3,98
3159704;Santa Rosa da Serra;0,4;0,46;0,705;0,695;0,866;0,583;8,64
5219506;Santa Rosa de Goiás;0,54;0,43;0,701;0,643;0,844;0,635;12,24
2806503;Santa Rosa de Lima;0,49;0,45;0,592;0,527;0,766;0,514;42,37
4215604;Santa Rosa de Lima;0,48;0,32;0,757;0,726;0,843;0,71;2,42
3547601;Santa Rosa de Viterbo;0,53;0,5;0,77;0,746;0,868;0,704;5,44
2209377;Santa Rosa do Piauí;0,63;0,52;0,567;0,539;0,699;0,483;48,21
1200435;Santa Rosa do Purus;0,57;0,78;0,517;0,519;0,781;0,34;73,4
4215653;Santa Rosa do Sul;0,45;0,39;0,705;0,702;0,806;0,618;4,79
1718907;Santa Rosa do Tocantins;0,65;0,54;0,595;0,574;0,78;0,471;39,15
3547650;Santa Salete;0,45;0,35;0,772;0,712;0,864;0,748;2,85
3204609;Santa Teresa;0,55;0,48;0,714;0,722;0,834;0,604;5,69
2513802;Santa Teresinha;0,48;0,59;0,627;0,586;0,82;0,513;37,24
2928505;Santa Teresinha;0,46;0,53;0,587;0,549;0,804;0,459;45,32
4317251;Santa Tereza;0,4;0,37;0,746;0,765;0,853;0,637;0,85
5219605;Santa Tereza de Goiás;0,62;0,46;0,665;0,635;0,825;0,561;20,31
4124020;Santa Tereza do Oeste;0,44;0,44;0,705;0,686;0,808;0,632;8,81
1719004;Santa Tereza do Tocantins;0,58;0,47;0,662;0,618;0,817;0,575;19,51
2612802;Santa Terezinha;0,55;0,51;0,593;0,54;0,737;0,524;46,61
4215679;Santa Terezinha;0,64;0,48;0,669;0,637;0,817;0,575;21,41
5107776;Santa Terezinha;0,61;0,57;0,609;0,596;0,761;0,498;35,5
5219704;Santa Terezinha de Goiás;0,58;0,5;0,701;0,647;0,826;0,644;21,4
4124053;Santa Terezinha de Itaipu;0,54;0,44;0,738;0,716;0,814;0,689;6,48
4215687;Santa Terezinha do Progresso;0,53;0,56;0,682;0,686;0,791;0,585;25,49
1720002;Santa Terezinha do Tocantins;0,54;0,54;0,637;0,583;0,758;0,584;36,14
3159803;Santa Vitória;0,56;0,46;0,71;0,718;0,865;0,576;4,94
4317301;Santa Vitória do Palmar;0,8;0,54;0,712;0,709;0,861;0,591;11,12
4317400;Santiago;0,55;0,51;0,766;0,746;0,882;0,682;6,85
4215695;Santiago do Sul;0,57;0,46;0,728;0,731;0,811;0,652;8,98
5107263;Santo Afonso;0,58;0,43;0,689;0,655;0,834;0,599;11,74
2928604;Santo Amaro;0,53;0,56;0,646;0,626;0,772;0,559;28,8
4215703;Santo Amaro da Imperatriz;0,45;0,38;0,781;0,753;0,89;0,71;1,64
2806602;Santo Amaro das Brotas;0,55;0,57;0,637;0,613;0,778;0,543;36,16
2110278;Santo Amaro do Maranhão;0,57;0,62;0,518;0,454;0,738;0,416;69,53
3547700;Santo Anastácio;0,54;0,52;0,753;0,725;0,854;0,689;6,74
2513851;Santo André;0,61;0,47;0,6;0,568;0,797;0,476;32,13
3547809;Santo André;0,52;0,53;0,815;0,819;0,861;0,769;3,24
4317509;Santo Ângelo;0,58;0,54;0,772;0,765;0,863;0,696;5,66
2411502;Santo Antônio;0,63;0,57;0,62;0,595;0,782;0,512;38,2
3547908;Santo Antônio da Alegria;0,52;0,42;0,702;0,69;0,83;0,604;6,19
5219712;Santo Antônio da Barra;0,51;0,42;0,691;0,665;0,835;0,593;10,73
4317608;Santo Antônio da Patrulha;0,47;0,44;0,717;0,718;0,866;0,594;6,24
4124103;Santo Antônio da Platina;0,54;0,54;0,718;0,733;0,817;0,617;8,2
4317707;Santo Antônio das Missões;0,6;0,45;0,686;0,672;0,835;0,576;12,04
5219738;Santo Antônio de Goiás;0,49;0,43;0,723;0,687;0,832;0,662;7,53
2928703;Santo Antônio de Jesus;0,56;0,54;0,7;0,677;0,815;0,622;17,91
2209401;Santo Antônio de Lisboa;0,54;0,47;0,584;0,597;0,704;0,473;31,38
3304706;Santo Antônio de Pádua;0,55;0,51;0,718;0,709;0,806;0,648;8,58
3548005;Santo Antônio de Posse;0,54;0,44;0,702;0,718;0,838;0,576;4,14
3159902;Santo Antônio do Amparo;0,52;0,43;0,672;0,641;0,823;0,576;12,46
3548054;Santo Antônio do Aracanguá;0,41;0,41;0,757;0,71;0,84;0,728;3,32
3160009;Santo Antônio do Aventureiro;0,44;0,42;0,671;0,66;0,841;0,545;12,19
4124202;Santo Antônio do Caiuá;0,43;0,35;0,696;0,65;0,82;0,632;8,32
5219753;Santo Antônio do Descoberto;0,48;0,45;0,665;0,647;0,818;0,556;14,8
3160108;Santo Antônio do Grama;0,51;0,41;0,633;0,626;0,823;0,493;18,65
1303700;Santo Antônio do Içá;0,65;0,67;0,49;0,438;0,759;0,353;73,16
3160207;Santo Antônio do Itambé;0,49;0,48;0,558;0,537;0,794;0,408;45,53
3160306;Santo Antônio do Jacinto;0,58;0,53;0,574;0,575;0,772;0,427;35,46
3548104;Santo Antônio do Jardim;0,46;0,41;0,714;0,703;0,835;0,62;5,54
5107792;Santo Antônio do Leste;0,61;0,47;0,655;0,658;0,853;0,501;18,88
5107800;Santo Antônio do Leverger;0,62;0,49;0,656;0,651;0,806;0,539;16,76
3160405;Santo Antônio do Monte;0,49;0,49;0,724;0,736;0,84;0,615;3,06
4317558;Santo Antônio do Palma;0,57;0,49;0,764;0,787;0,853;0,665;4,11
4124301;Santo Antônio do Paraíso;0,5;0,48;0,716;0,683;0,813;0,662;7,32
3548203;Santo Antônio do Pinhal;0,58;0,47;0,706;0,685;0,812;0,632;9,11
4317756;Santo Antônio do Planalto;0,49;0,44;0,759;0,701;0,885;0,705;8,95
3160454;Santo Antônio do Retiro;0,59;0,58;0,57;0,504;0,784;0,469;57,66
3160504;Santo Antônio do Rio Abaixo;0,55;0,53;0,669;0,616;0,823;0,591;30,24
2110302;Santo Antônio dos Lopes;0,54;0,57;0,566;0,547;0,714;0,465;47,84
2209450;Santo Antônio dos Milagres;0,53;0,49;0,619;0,524;0,776;0,582;44,14
4124400;Santo Antônio do Sudoeste;0,55;0,52;0,671;0,69;0,807;0,543;14,5
1507003;Santo Antônio do Tauá;0,5;0,52;0,632;0,598;0,753;0,561;33,2
4317806;Santo Augusto;0,59;0,57;0,739;0,753;0,84;0,637;7,56
4317905;Santo Cristo;0,49;0,44;0,738;0,746;0,82;0,656;3,54
2928802;Santo Estêvão;0,54;0,56;0,626;0,611;0,808;0,498;32,34
3548302;Santo Expedito;0,51;0,41;0,732;0,664;0,828;0,714;11,41
4317954;Santo Expedito do Sul;0,5;0,43;0,732;0,679;0,853;0,677;13,98
3160603;Santo Hipólito;0,61;0,54;0,657;0,641;0,824;0,536;21,56
4124509;Santo Inácio;0,51;0,53;0,739;0,746;0,843;0,641;4,19
2209500;Santo Inácio do Piauí;0,57;0,52;0,613;0,543;0,776;0,546;42,63
3548401;Santópolis do Aguapeí;0,44;0,35;0,74;0,68;0,83;0,719;2,41
3548500;Santos;0,53;0,55;0,84;0,861;0,852;0,807;2,39
3160702;Santos Dumont;0,53;0,5;0,741;0,688;0,847;0,697;12,75
2312304;São Benedito;0,63;0,51;0,611;0,562;0,764;0,531;42,61
2110401;São Benedito do Rio Preto;0,66;0,62;0,541;0,468;0,749;0,452;66,57
2612901;São Benedito do Sul;0,55;0,52;0,53;0,499;0,736;0,406;56,46
2513927;São Bentinho;0,43;0,46;0,606;0,575;0,787;0,491;36,03
2110500;São Bento;0,54;0,55;0,602;0,525;0,762;0,545;52,46
2513901;São Bento;0,48;0,47;0,58;0,597;0,769;0,424;28,67
3160801;São Bento Abade;0,48;0,42;0,672;0,651;0,801;0,581;9,59
2411601;São Bento do Norte;0,62;0,54;0,555;0,541;0,76;0,415;49,87
3548609;São Bento do Sapucaí;0,53;0,55;0,72;0,719;0,812;0,638;6,9
4215802;São Bento do Sul;0,49;0,49;0,782;0,763;0,871;0,719;2,97
1720101;São Bento do Tocantins;0,56;0,56;0,605;0,595;0,736;0,506;32,66
2411700;São Bento do Trairí;0,57;0,49;0,595;0,526;0,763;0,525;47,25
2613008;São Bento do Una;0,75;0,6;0,593;0,593;0,789;0,446;41,95
4215752;São Bernardino;0,6;0,45;0,677;0,653;0,822;0,577;20,7
2110609;São Bernardo;0,62;0,59;0,572;0,514;0,762;0,479;55,34
3548708;São Bernardo do Campo;0,54;0,54;0,805;0,807;0,861;0,752;3,54
4215901;São Bonifácio;0,44;0,47;0,731;0,729;0,86;0,622;7,34
4318002;São Borja;0,59;0,55;0,736;0,72;0,86;0,643;8,98
2708204;São Brás;0,6;0,61;0,572;0,533;0,732;0,48;58,31
3160900;São Brás do Suaçuí;0,57;0,43;0,664;0,675;0,801;0,541;10,08
2209559;São Braz do Piauí;0,46;0,53;0,596;0,533;0,771;0,514;47
1507102;São Caetano de Odivelas;0,46;0,48;0,585;0,552;0,767;0,473;43,12
3548807;São Caetano do Sul;0,5;0,54;0,862;0,891;0,887;0,811;0,52
2613107;São Caitano;0,56;0,5;0,591;0,583;0,756;0,469;35,59
3548906;São Carlos;0,52;0,49;0,805;0,788;0,863;0,766;2,53
4216008;São Carlos;0,64;0,46;0,769;0,763;0,867;0,688;2,92
4124608;São Carlos do Ivaí;0,43;0,4;0,682;0,703;0,825;0,547;5,75
2806701;São Cristóvão;0,52;0,47;0,662;0,624;0,8;0,581;22,97
4216057;São Cristovão do Sul;0,46;0,44;0,665;0,667;0,812;0,543;10,38
2928901;São Desidério;0,55;0,57;0,579;0,584;0,742;0,449;40,12
2513968;São Domingos;0,56;0,46;0,548;0,555;0,754;0,394;34,76
2806800;São Domingos;0,42;0,41;0,588;0,572;0,756;0,471;28,01
2928950;São Domingos;0,41;0,47;0,64;0,601;0,757;0,575;27,18
4216107;São Domingos;0,63;0,58;0,765;0,769;0,861;0,675;5,48
5219803;São Domingos;0,61;0,6;0,597;0,576;0,83;0,445;42,84
3160959;São Domingos das Dores;0,54;0,47;0,638;0,602;0,8;0,539;29,01
1507151;São Domingos do Araguaia;0,57;0,59;0,594;0,629;0,738;0,451;30,7
2110658;São Domingos do Azeitão;0,5;0,69;0,59;0,576;0,732;0,486;52,93
1507201;São Domingos do Capim;0,55;0,6;0,532;0,509;0,773;0,382;60,67
2513943;São Domingos do Cariri;0,46;0,47;0,589;0,603;0,773;0,438;28,06
2110708;São Domingos do Maranhão;0,55;0,6;0,582;0,549;0,713;0,504;49,91
3204658;São Domingos do Norte;0,53;0,49;0,682;0,679;0,811;0,575;12,37
3161007;São Domingos do Prata;0,61;0,49;0,69;0,674;0,823;0,593;14,02
4318051;São Domingos do Sul;0,38;0,44;0,763;0,78;0,839;0,68;0,96
2929107;São Felipe;0,54;0,5;0,616;0,565;0,787;0,525;38,65
1101484;São Felipe D'Oeste;0,53;0,47;0,649;0,615;0,78;0,571;23,32
2929008;São Félix;0,58;0,48;0,639;0,582;0,769;0,583;30,6
2110807;São Félix de Balsas;0,52;0,57;0,557;0,517;0,778;0,43;55,13
3161056;São Félix de Minas;0,58;0,47;0,62;0,589;0,795;0,51;30,01
5107859;São Félix do Araguaia;0,63;0,61;0,668;0,652;0,848;0,538;30,01
2929057;São Félix do Coribe;0,56;0,5;0,639;0,601;0,784;0,555;28,94
2209609;São Félix do Piauí;0,54;0,52;0,61;0,587;0,742;0,52;38,48
1720150;São Félix do Tocantins;0,79;0,64;0,574;0,55;0,771;0,446;56,99
1507300;São Félix do Xingu;0,71;0,62;0,594;0,638;0,798;0,411;32,79
2411809;São Fernando;0,4;0,44;0,608;0,591;0,75;0,508;24,88
3304805;São Fidélis;0,54;0,47;0,691;0,685;0,787;0,611;12,22
2513984;São Francisco;0,47;0,45;0,58;0,56;0,726;0,481;34,4
2806909;São Francisco;0,47;0,48;0,587;0,564;0,732;0,49;39
3161106;São Francisco;0,61;0,55;0,638;0,595;0,804;0,542;37,96
3549003;São Francisco;0,47;0,45;0,723;0,705;0,814;0,658;4,02
4318101;São Francisco de Assis;0,57;0,54;0,675;0,681;0,818;0,552;17,06
2209658;São Francisco de Assis do Piauí;0,54;0,6;0,485;0,462;0,734;0,336;65,37
5219902;São Francisco de Goiás;0,54;0,47;0,651;0,658;0,825;0,509;15,44
3304755;São Francisco de Itabapoana;0,61;0,49;0,639;0,618;0,791;0,533;23,92
3161205;São Francisco de Paula;0,48;0,39;0,66;0,66;0,812;0,537;5,54
4318200;São Francisco de Paula;0,56;0,46;0,685;0,701;0,86;0,534;7,8
3161304;São Francisco de Sales;0,56;0,5;0,688;0,711;0,867;0,528;9,5
2110856;São Francisco do Brejão;0,57;0,51;0,584;0,556;0,748;0,479;39,42
2929206;São Francisco do Conde;0,57;0,5;0,674;0,641;0,812;0,587;18,84
3161403;São Francisco do Glória;0,48;0,47;0,663;0,647;0,833;0,541;16,22
1101492;São Francisco do Guaporé;0,53;0,56;0,611;0,657;0,751;0,462;24,53
2110906;São Francisco do Maranhão;0,59;0,57;0,528;0,503;0,733;0,4;54,8
2411908;São Francisco do Oeste;0,53;0,41;0,628;0,581;0,779;0,547;25,45
1507409;São Francisco do Pará;0,63;0,48;0,608;0,571;0,785;0,502;35,45
2209708;São Francisco do Piauí;0,57;0,54;0,57;0,557;0,744;0,448;43,98
4216206;São Francisco do Sul;0,58;0,45;0,762;0,74;0,856;0,699;5,63
2929255;São Gabriel;0,73;0,51;0,592;0,55;0,704;0,537;44,5
4318309;São Gabriel;0,6;0,54;0,699;0,711;0,822;0,585;12,24
1303809;São Gabriel da Cachoeira;0,77;0,8;0,609;0,61;0,777;0,476;56,81
3204708;São Gabriel da Palha;0,55;0,6;0,709;0,739;0,835;0,578;11,49
5007695;São Gabriel do Oeste;0,68;0,54;0,729;0,751;0,85;0,608;4,91
3161502;São Geraldo;0,54;0,41;0,651;0,656;0,831;0,507;10,4
3161601;São Geraldo da Piedade;0,56;0,55;0,6;0,625;0,774;0,447;30,88
1507458;São Geraldo do Araguaia;0,62;0,53;0,595;0,594;0,793;0,447;34,17
3161650;São Geraldo do Baixio;0,52;0,48;0,63;0,631;0,824;0,482;20,52
3304904;São Gonçalo;0,47;0,43;0,739;0,711;0,833;0,681;6,19
3161700;São Gonçalo do Abaeté;0,54;0,47;0,67;0,665;0,796;0,568;12,42
2312403;São Gonçalo do Amarante;0,54;0,51;0,665;0,587;0,775;0,646;33,04
2412005;São Gonçalo do Amarante;0,49;0,44;0,661;0,619;0,829;0,564;18,83
2209757;São Gonçalo do Gurguéia;0,46;0,67;0,56;0,572;0,701;0,438;51,86
3161809;São Gonçalo do Pará;0,46;0,4;0,689;0,682;0,842;0,57;6,15
2209807;São Gonçalo do Piauí;0,5;0,55;0,616;0,538;0,739;0,588;51,3
3161908;São Gonçalo do Rio Abaixo;0,53;0,49;0,667;0,658;0,792;0,569;17,61
3125507;São Gonçalo do Rio Preto;0,59;0,44;0,64;0,593;0,815;0,542;25,76
