Código;Espacialidades;Índice de Gini 2000;Índice de Gini 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;% de pobres 2010
2104404;Gonçalves Dias;0,46;0,59;0,568;0,542;0,758;0,445;53,83
2911501;Gongogi;0,5;0,47;0,576;0,543;0,773;0,456;40,1
3127503;Gonzaga;0,54;0,5;0,606;0,558;0,774;0,516;39,93
3127602;Gouveia;0,55;0,45;0,681;0,622;0,833;0,609;20,51
5209150;Gouvelândia;0,51;0,44;0,674;0,68;0,806;0,559;8,54
2104503;Governador Archer;0,5;0,55;0,565;0,545;0,687;0,481;47,57
4206009;Governador Celso Ramos;0,44;0,43;0,747;0,737;0,87;0,651;2,23
2404309;Governador Dix-Sept Rosado;0,54;0,49;0,592;0,564;0,759;0,485;36,91
2104552;Governador Edison Lobão;0,53;0,46;0,629;0,589;0,764;0,552;28,48
2104602;Governador Eugênio Barros;0,53;0,58;0,572;0,55;0,736;0,462;48,32
1101005;Governador Jorge Teixeira;0,57;0,55;0,596;0,627;0,762;0,444;27,2
3202256;Governador Lindenberg;0,47;0,45;0,694;0,669;0,823;0,608;14,26
2104628;Governador Luiz Rocha;0,48;0,55;0,544;0,508;0,692;0,459;52,7
2911600;Governador Mangabeira;0,54;0,54;0,643;0,594;0,754;0,594;30,73
2104651;Governador Newton Bello;0,54;0,52;0,521;0,509;0,718;0,387;54,69
2104677;Governador Nunes Freire;0,63;0,56;0,569;0,54;0,722;0,472;51,8
3127701;Governador Valadares;0,61;0,52;0,727;0,714;0,834;0,644;9,97
2304657;Graça;0,55;0,55;0,57;0,514;0,755;0,477;55,15
2104701;Graça Aranha;0,46;0,53;0,57;0,538;0,748;0,459;46,2
2802601;Gracho Cardoso;0,5;0,56;0,577;0,562;0,729;0,468;45,18
2104800;Grajaú;0,58;0,61;0,609;0,603;0,754;0,497;39,45
4309100;Gramado;0,49;0,48;0,764;0,783;0,861;0,662;2,18
4309126;Gramado dos Loureiros;0,52;0,5;0,685;0,662;0,832;0,584;22,49
4309159;Gramado Xavier;0,74;0,54;0,634;0,681;0,792;0,473;21,6
4108700;Grandes Rios;0,5;0,45;0,658;0,649;0,799;0,55;14,97
2606309;Granito;0,61;0,54;0,595;0,543;0,773;0,502;48,35
2304707;Granja;0,58;0,62;0,559;0,495;0,778;0,453;63,91
2304806;Granjeiro;0,68;0,51;0,585;0,533;0,715;0,526;46,36
3127800;Grão Mogol;0,61;0,48;0,604;0,579;0,791;0,482;32,35
4206108;Grão Pará;0,59;0,43;0,736;0,749;0,846;0,63;2,43
2606408;Gravatá;0,55;0,53;0,634;0,63;0,794;0,51;25,1
4309209;Gravataí;0,48;0,44;0,736;0,727;0,862;0,636;5,39
4206207;Gravatal;0,44;0,4;0,757;0,726;0,877;0,681;2,32
2304905;Groaíras;0,56;0,47;0,633;0,585;0,724;0,598;31,9
2404408;Grossos;0,5;0,49;0,664;0,633;0,79;0,585;19,85
3127909;Grupiara;0,43;0,4;0,731;0,679;0,844;0,682;5,37
4309258;Guabiju;0,4;0,55;0,758;0,831;0,857;0,612;1,81
4206306;Guabiruba;0,43;0,34;0,754;0,75;0,876;0,653;1,91
3202306;Guaçuí;0,59;0,52;0,703;0,691;0,846;0,595;14,56
2204501;Guadalupe;0,59;0,5;0,65;0,639;0,794;0,542;20,89
4309308;Guaíba;0,51;0,47;0,73;0,732;0,833;0,639;6,44
3517208;Guaiçara;0,47;0,38;0,739;0,697;0,853;0,679;4,47
3517307;Guaimbê;0,54;0,4;0,728;0,675;0,83;0,689;6,49
3517406;Guaíra;0,52;0,53;0,753;0,759;0,824;0,683;4,08
4108809;Guaíra;0,59;0,57;0,724;0,739;0,836;0,615;11,7
4108908;Guairaçá;0,5;0,45;0,693;0,698;0,829;0,574;7,29
2304954;Guaiúba;0,48;0,47;0,617;0,546;0,768;0,56;40,45
1301654;Guajará;0,64;0,74;0,532;0,51;0,762;0,387;67,87
1100106;Guajará-Mirim;0,6;0,54;0,657;0,663;0,823;0,519;23,47
2911659;Guajeru;0,49;0,46;0,569;0,548;0,77;0,437;36,12
2404507;Guamaré;0,49;0,51;0,626;0,632;0,769;0,505;23,79
4108957;Guamiranga;0,5;0,46;0,669;0,657;0,804;0,568;14,09
2911709;Guanambi;0,64;0,55;0,673;0,663;0,789;0,584;18,63
3128006;Guanhães;0,57;0,56;0,686;0,683;0,82;0,576;18,2
3128105;Guapé;0,52;0,39;0,679;0,661;0,831;0,57;7,41
3517505;Guapiaçu;0,52;0,41;0,725;0,728;0,866;0,605;3,52
3517604;Guapiara;0,69;0,55;0,675;0,634;0,806;0,602;28,17
3301850;Guapimirim;0,54;0,5;0,698;0,692;0,812;0,604;10,48
4109005;Guapirama;0,5;0,46;0,702;0,666;0,805;0,645;13,15
5209200;Guapó;0,5;0,54;0,697;0,708;0,826;0,58;8,31
4309407;Guaporé;0,48;0,42;0,765;0,781;0,837;0,685;0,86
4109104;Guaporema;0,46;0,37;0,719;0,686;0,808;0,671;3,17
3517703;Guará;0,53;0,49;0,718;0,71;0,826;0,63;8,09
2506301;Guarabira;0,52;0,53;0,673;0,641;0,812;0,586;24,23
3517802;Guaraçaí;0,51;0,42;0,719;0,699;0,803;0,663;7,02
3517901;Guaraci;0,48;0,42;0,737;0,698;0,84;0,682;5,7
4109203;Guaraci;0,51;0,37;0,698;0,693;0,821;0,598;1,44
3128204;Guaraciaba;0,64;0,48;0,623;0,618;0,794;0,493;23,01
4206405;Guaraciaba;0,47;0,47;0,751;0,754;0,871;0,646;4,18
2305001;Guaraciaba do Norte;0,57;0,51;0,609;0,552;0,776;0,528;43,42
3128253;Guaraciama;0,58;0,4;0,677;0,586;0,807;0,655;23,9
1709302;Guaraí;0,55;0,61;0,741;0,724;0,839;0,67;15,09
5209291;Guaraíta;0,45;0,41;0,687;0,637;0,816;0,625;14,98
2305100;Guaramiranga;0,48;0,47;0,637;0,576;0,736;0,61;35,52
4206504;Guaramirim;0,44;0,38;0,751;0,748;0,885;0,641;2,22
3128303;Guaranésia;0,54;0,41;0,701;0,693;0,845;0,589;5,77
3128402;Guarani;0,53;0,49;0,677;0,685;0,849;0,533;12,13
4109302;Guaraniaçu;0,62;0,54;0,677;0,698;0,841;0,528;16,23
4309506;Guarani das Missões;0,52;0,42;0,737;0,698;0,863;0,665;6,49
5209408;Guarani de Goiás;0,53;0,48;0,637;0,569;0,814;0,557;36,52
3518008;Guarani D'Oeste;0,51;0,4;0,732;0,682;0,806;0,714;6,43
3518107;Guarantã;0,57;0,48;0,713;0,698;0,832;0,623;5,71
5104104;Guarantã do Norte;0,63;0,48;0,703;0,692;0,826;0,609;10,6
3202405;Guarapari;0,58;0,58;0,731;0,746;0,837;0,626;8,94
4109401;Guarapuava;0,63;0,55;0,731;0,73;0,853;0,628;8,92
4109500;Guaraqueçaba;0,54;0,49;0,587;0,587;0,792;0,434;36,05
3128501;Guarará;0,55;0,41;0,652;0,65;0,802;0,532;11,42
3518206;Guararapes;0,51;0,43;0,763;0,727;0,84;0,726;3,29
3518305;Guararema;0,59;0,47;0,731;0,729;0,817;0,656;5,51
2911808;Guaratinga;0,53;0,53;0,558;0,559;0,766;0,406;40,97
3518404;Guaratinguetá;0,57;0,54;0,798;0,764;0,886;0,751;5,95
4109609;Guaratuba;0,6;0,56;0,717;0,737;0,828;0,604;9,15
3128600;Guarda-Mor;0,52;0,53;0,69;0,709;0,829;0,558;10,15
3518503;Guareí;0,5;0,44;0,687;0,692;0,805;0,583;4,37
3518602;Guariba;0,5;0,43;0,719;0,712;0,811;0,645;5,39
2204550;Guaribas;0,6;0,57;0,508;0,483;0,711;0,381;59,67
5209457;Guarinos;0,59;0,43;0,652;0,604;0,815;0,563;22
3518701;Guarujá;0,51;0,5;0,751;0,729;0,854;0,679;7,04
4206603;Guarujá do Sul;0,7;0,4;0,73;0,732;0,833;0,639;3,87
3518800;Guarulhos;0,52;0,51;0,763;0,746;0,831;0,717;6,5
4206652;Guatambú;0,49;0,45;0,717;0,716;0,823;0,626;5,68
3518859;Guatapará;0,49;0,53;0,743;0,724;0,822;0,688;8,23
3128709;Guaxupé;0,53;0,49;0,751;0,729;0,88;0,659;4,21
5004106;Guia Lopes da Laguna;0,7;0,57;0,675;0,677;0,826;0,549;19,15
3128808;Guidoval;0,57;0,38;0,683;0,669;0,837;0,569;6,56
2104909;Guimarães;0,57;0,56;0,625;0,535;0,772;0,592;50,94
3128907;Guimarânia;0,56;0,48;0,693;0,681;0,825;0,592;9,63
5104203;Guiratinga;0,61;0,48;0,705;0,677;0,813;0,637;12,53
3129004;Guiricema;0,49;0,42;0,674;0,654;0,812;0,576;13,1
3129103;Gurinhatã;0,59;0,49;0,68;0,691;0,865;0,525;10,42
2506400;Gurinhém;0,49;0,45;0,556;0,544;0,728;0,435;40,47
2506509;Gurjão;0,45;0,45;0,625;0,576;0,729;0,581;32,13
1503101;Gurupá;0,54;0,56;0,509;0,51;0,777;0,333;54,73
1709500;Gurupi;0,57;0,54;0,759;0,736;0,843;0,706;7,14
3518909;Guzolândia;0,4;0,41;0,697;0,676;0,808;0,621;6,14
4309555;Harmonia;0,41;0,36;0,749;0,748;0,841;0,668;1,89
5209606;Heitoraí;0,55;0,5;0,694;0,661;0,814;0,62;11,96
3129202;Heliodora;0,58;0,41;0,657;0,656;0,822;0,527;8,98
2911857;Heliópolis;0,51;0,5;0,563;0,547;0,748;0,437;44,3
3519006;Herculândia;0,5;0,44;0,727;0,68;0,809;0,698;8,78
4307104;Herval;0,57;0,68;0,687;0,73;0,843;0,527;20,49
4206702;Herval D'Oeste;0,49;0,42;0,758;0,74;0,859;0,684;3,82
4309571;Herveiras;0,51;0,41;0,616;0,67;0,792;0,441;12,94
2305209;Hidrolândia;0,61;0,51;0,597;0,549;0,775;0,499;44
5209705;Hidrolândia;0,51;0,47;0,706;0,707;0,827;0,603;5,31
5209804;Hidrolina;0,7;0,42;0,677;0,652;0,824;0,577;11,56
3519055;Holambra;0,56;0,54;0,793;0,815;0,878;0,698;2,86
4109658;Honório Serpa;0,61;0,46;0,683;0,645;0,807;0,612;18,84
2305233;Horizonte;0,61;0,42;0,658;0,594;0,788;0,61;22,32
4309605;Horizontina;0,5;0,49;0,783;0,782;0,858;0,716;2,47
3519071;Hortolândia;0,44;0,41;0,756;0,716;0,859;0,703;3,95
2204600;Hugo Napoleão;0,66;0,52;0,599;0,528;0,776;0,524;46,42
4309654;Hulha Negra;0,67;0,54;0,643;0,653;0,796;0,512;24,94
1301704;Humaitá;0,69;0,66;0,605;0,621;0,791;0,451;41,89
4309704;Humaitá;0,47;0,42;0,738;0,732;0,837;0,657;3,47
2105005;Humberto de Campos;0,54;0,64;0,535;0,443;0,759;0,455;71,22
3519105;Iacanga;0,46;0,4;0,745;0,721;0,851;0,675;3,57
5209903;Iaciara;0,61;0,53;0,644;0,615;0,826;0,527;30,49
3519204;Iacri;0,52;0,44;0,733;0,701;0,857;0,655;5,43
2911907;Iaçu;0,55;0,61;0,574;0,588;0,697;0,461;43,94
3129301;Iapu;0,51;0,5;0,654;0,639;0,819;0,535;19,37
3519253;Iaras;0,44;0,52;0,674;0,664;0,848;0,543;23,43
2606507;Iati;0,59;0,55;0,528;0,518;0,768;0,369;52,28
4109708;Ibaiti;0,54;0,62;0,71;0,738;0,813;0,596;12,74
4309753;Ibarama;0,42;0,43;0,652;0,686;0,792;0,511;13,26
2305266;Ibaretama;0,51;0,55;0,577;0,517;0,759;0,489;54,03
3519303;Ibaté;0,44;0,37;0,703;0,681;0,814;0,627;5,05
2703007;Ibateguara;0,55;0,53;0,518;0,517;0,684;0,393;54,97
3202454;Ibatiba;0,49;0,45;0,647;0,651;0,83;0,501;16,89
4109757;Ibema;0,54;0,44;0,685;0,664;0,786;0,615;11,07
3129400;Ibertioga;0,55;0,43;0,657;0,606;0,834;0,56;22,03
3129509;Ibiá;0,66;0,55;0,718;0,736;0,877;0,573;6,28
4309803;Ibiaçá;0,6;0,43;0,739;0,766;0,888;0,593;2,05
3129608;Ibiaí;0,51;0,48;0,614;0,565;0,795;0,516;36,3
4206751;Ibiam;0,49;0,46;0,725;0,737;0,82;0,631;5,74
2305308;Ibiapina;0,58;0,47;0,608;0,559;0,767;0,525;38,71
2506608;Ibiara;0,49;0,53;0,586;0,548;0,768;0,479;43,87
2912004;Ibiassucê;0,55;0,46;0,611;0,608;0,789;0,476;21,91
2912103;Ibicaraí;0,6;0,53;0,625;0,609;0,764;0,524;32,19
4206801;Ibicaré;0,51;0,43;0,708;0,734;0,826;0,586;5,87
2912202;Ibicoara;0,56;0,48;0,591;0,583;0,731;0,484;31,21
2912301;Ibicuí;0,56;0,5;0,584;0,586;0,78;0,435;34,67
2305332;Ibicuitinga;0,55;0,52;0,606;0,514;0,758;0,571;53,82
2606606;Ibimirim;0,63;0,51;0,552;0,533;0,706;0,446;47,87
2912400;Ibipeba;0,55;0,56;0,616;0,577;0,744;0,545;43,23
2912509;Ibipitanga;0,55;0,57;0,584;0,553;0,757;0,475;47,05
4109807;Ibiporã;0,53;0,45;0,726;0,72;0,821;0,647;5,91
2912608;Ibiquera;0,58;0,58;0,511;0,517;0,771;0,335;52,54
3519402;Ibirá;0,53;0,48;0,74;0,741;0,841;0,65;3,88
3129657;Ibiracatu;0,64;0,5;0,591;0,537;0,786;0,489;44,38
3129707;Ibiraci;0,5;0,42;0,706;0,696;0,855;0,591;3,99
3202504;Ibiraçu;0,62;0,56;0,726;0,733;0,835;0,625;7,23
4309902;Ibiraiaras;0,6;0,44;0,724;0,739;0,835;0,615;4,41
2606705;Ibirajuba;0,62;0,47;0,58;0,545;0,753;0,476;41,7
4206900;Ibirama;0,47;0,37;0,737;0,749;0,848;0,63;0,92
2912707;Ibirapitanga;0,57;0,52;0,558;0,561;0,748;0,415;45,03
2912806;Ibirapuã;0,53;0,51;0,614;0,641;0,774;0,467;20,97
4309951;Ibirapuitã;0,5;0,52;0,638;0,678;0,828;0,463;16,54
3519501;Ibirarema;0,56;0,43;0,708;0,692;0,817;0,628;6,41
2912905;Ibirataia;0,6;0,49;0,576;0,571;0,789;0,424;36,2
3129806;Ibirité;0,42;0,42;0,704;0,673;0,84;0,616;7,9
4310009;Ibirubá;0,59;0,49;0,765;0,786;0,848;0,671;3,09
2913002;Ibitiara;0,49;0,55;0,585;0,55;0,744;0,49;46,3
3519600;Ibitinga;0,5;0,43;0,747;0,738;0,846;0,667;2,33
3202553;Ibitirama;0,58;0,47;0,622;0,609;0,821;0,481;28,31
2913101;Ibititá;0,53;0,5;0,602;0,554;0,747;0,527;44,22
3129905;Ibitiúra de Minas;0,52;0,4;0,674;0,658;0,802;0,579;12,15
3130002;Ibituruna;0,47;0,42;0,675;0,639;0,823;0,584;11,53
3519709;Ibiúna;0,53;0,48;0,71;0,7;0,832;0,614;8,3
2913200;Ibotirama;0,67;0,55;0,636;0,601;0,78;0,548;34,56
2305357;Icapuí;0,49;0,47;0,616;0,572;0,757;0,541;33,32
4207007;Içara;0,41;0,4;0,741;0,732;0,861;0,645;2,9
3130051;Icaraí de Minas;0,68;0,5;0,624;0,57;0,799;0,533;37,63
4109906;Icaraíma;0,55;0,42;0,666;0,673;0,792;0,554;9,76
2105104;Icatu;0,6;0,59;0,546;0,475;0,727;0,472;63,72
3519808;Icém;0,52;0,45;0,72;0,716;0,806;0,646;5,11
2913309;Ichu;0,49;0,47;0,631;0,58;0,771;0,562;34,31
2305407;Icó;0,62;0,55;0,606;0,568;0,731;0,536;42,14
3202603;Iconha;0,69;0,45;0,729;0,709;0,83;0,658;7,14
2404606;Ielmo Marinho;0,61;0,51;0,55;0,521;0,766;0,418;46,4
3519907;Iepê;0,56;0,44;0,736;0,7;0,814;0,7;7,4
2703106;Igaci;0,62;0,57;0,564;0,547;0,774;0,424;47,63
2913408;Igaporã;0,63;0,5;0,614;0,586;0,766;0,516;31,73
3520004;Igaraçu do Tietê;0,45;0,36;0,727;0,691;0,838;0,664;4,13
2502607;Igaracy;0,52;0,52;0,61;0,575;0,794;0,496;38,65
3520103;Igarapava;0,5;0,67;0,768;0,809;0,835;0,671;3,15
3130101;Igarapé;0,52;0,45;0,698;0,686;0,844;0,588;10,82
1503200;Igarapé-Açu;0,53;0,56;0,595;0,579;0,743;0,49;42,96
2105153;Igarapé do Meio;0,54;0,5;0,569;0,53;0,687;0,506;45,84
2105203;Igarapé Grande;0,49;0,52;0,614;0,578;0,747;0,536;36,57
1503309;Igarapé-Miri;0,52;0,53;0,547;0,514;0,77;0,413;53,09
2606804;Igarassu;0,53;0,48;0,665;0,622;0,781;0,606;20,9
3520202;Igaratá;0,52;0,41;0,711;0,683;0,855;0,616;7,25
3130200;Igaratinga;0,43;0,37;0,651;0,682;0,842;0,481;5,32
2913457;Igrapiúna;0,55;0,54;0,574;0,565;0,789;0,424;44,16
2703205;Igreja Nova;0,59;0,65;0,568;0,556;0,771;0,428;51,79
4310108;Igrejinha;0,51;0,44;0,721;0,749;0,876;0,571;2,42
3301876;Iguaba Grande;0,55;0,56;0,761;0,744;0,841;0,704;9,25
2913507;Iguaí;0,57;0,55;0,552;0,559;0,786;0,382;43,17
3520301;Iguape;0,6;0,55;0,726;0,691;0,847;0,653;18,75
2606903;Iguaraci;0,59;0,54;0,598;0,58;0,77;0,48;43,66
4110003;Iguaraçu;0,51;0,42;0,758;0,714;0,833;0,732;4,29
3130309;Iguatama;0,56;0,43;0,707;0,695;0,825;0,616;3,63
5004304;Iguatemi;0,57;0,51;0,662;0,671;0,817;0,53;13,89
2305506;Iguatu;0,58;0,54;0,677;0,642;0,808;0,599;24,31
4110052;Iguatu;0,51;0,46;0,703;0,672;0,812;0,637;12,85
3130408;Ijaci;0,49;0,41;0,714;0,663;0,84;0,654;7,03
4310207;Ijuí;0,56;0,57;0,781;0,786;0,858;0,707;5,95
3520400;Ilhabela;0,56;0,49;0,756;0,739;0,843;0,693;4,48
3520426;Ilha Comprida;0,56;0,46;0,725;0,696;0,823;0,666;11,23
2802700;Ilha das Flores;0,6;0,56;0,562;0,514;0,735;0,469;58,57
2607604;Ilha de Itamaracá;0,59;0,6;0,653;0,627;0,809;0,548;35,54
2204659;Ilha Grande;0,48;0,51;0,563;0,534;0,708;0,472;48,51
3520442;Ilha Solteira;0,48;0,48;0,812;0,786;0,871;0,782;2,58
2913606;Ilhéus;0,64;0,58;0,69;0,688;0,808;0,59;19,66
4207106;Ilhota;0,41;0,38;0,738;0,75;0,883;0,607;0,97
3130507;Ilicínea;0,52;0,39;0,68;0,665;0,827;0,571;6,93
4310306;Ilópolis;0,58;0,48;0,73;0,756;0,866;0,595;5,43
2506707;Imaculada;0,58;0,52;0,557;0,524;0,715;0,461;47,71
4207205;Imaruí;0,57;0,45;0,667;0,67;0,834;0,53;11,66
4110078;Imbaú;0,56;0,43;0,622;0,636;0,785;0,481;15,5
4310330;Imbé;0,53;0,68;0,764;0,825;0,847;0,638;5,75
3130556;Imbé de Minas;0,57;0,44;0,553;0,572;0,744;0,397;29,74
4207304;Imbituba;0,47;0,45;0,765;0,734;0,868;0,703;5,08
4110102;Imbituva;0,57;0,51;0,66;0,681;0,828;0,509;12,69
4207403;Imbuia;0,43;0,47;0,713;0,716;0,84;0,602;8,53
4310363;Imigrante;0,43;0,35;0,743;0,764;0,844;0,635;1,68
2105302;Imperatriz;0,6;0,56;0,731;0,697;0,803;0,698;14,35
5209937;Inaciolândia;0,52;0,45;0,692;0,683;0,822;0,591;7,57
4110201;Inácio Martins;0,62;0,51;0,6;0,623;0,765;0,454;27,21
2607000;Inajá;0,68;0,6;0,523;0,503;0,711;0,4;63,21
4110300;Inajá;0,43;0,43;0,705;0,676;0,807;0,641;8,28
3130606;Inconfidentes;0,5;0,48;0,692;0,688;0,843;0,572;9,37
3130655;Indaiabira;0,53;0,48;0,61;0,575;0,804;0,49;34,04
4207502;Indaial;0,46;0,39;0,777;0,767;0,873;0,701;0,89
3520509;Indaiatuba;0,55;0,47;0,788;0,791;0,837;0,738;1,43
2305605;Independência;0,58;0,55;0,632;0,561;0,759;0,592;45,52
4310405;Independência;0,62;0,48;0,693;0,711;0,813;0,576;11,94
3520608;Indiana;0,52;0,45;0,761;0,714;0,843;0,733;4,42
3130705;Indianópolis;0,58;0,4;0,674;0,664;0,834;0,554;8,16
4110409;Indianópolis;0,48;0,35;0,724;0,707;0,835;0,642;1,86
3520707;Indiaporã;0,56;0,47;0,751;0,714;0,835;0,71;4,6
5209952;Indiara;0,54;0,45;0,701;0,694;0,837;0,593;7,55
2802809;Indiaroba;0,56;0,53;0,58;0,533;0,772;0,475;50,58
5104500;Indiavaí;0,43;0,46;0,661;0,645;0,841;0,533;14,09
2506806;Ingá;0,51;0,49;0,592;0,573;0,768;0,471;34,75
3130804;Ingaí;0,65;0,52;0,697;0,694;0,858;0,569;8,11
2607109;Ingazeira;0,58;0,53;0,608;0,575;0,766;0,51;39,35
4310413;Inhacorá;0,55;0,43;0,673;0,647;0,807;0,585;14,15
2913705;Inhambupe;0,55;0,53;0,565;0,556;0,757;0,429;44,31
1503408;Inhangapi;0,6;0,52;0,572;0,55;0,748;0,456;43,21
2703304;Inhapi;0,67;0,67;0,484;0,501;0,718;0,316;65,08
3130903;Inhapim;0,6;0,52;0,658;0,642;0,829;0,535;22,35
3131000;Inhaúma;0,45;0,44;0,702;0,657;0,845;0,624;10,65
2204709;Inhuma;0,54;0,52;0,624;0,562;0,772;0,56;40,29
5210000;Inhumas;0,56;0,45;0,72;0,718;0,842;0,618;3,75
3131109;Inimutaba;0,43;0,42;0,664;0,625;0,81;0,579;17,97
5004403;Inocência;0,61;0,48;0,681;0,702;0,846;0,531;6,7
3520806;Inúbia Paulista;0,45;0,37;0,759;0,688;0,849;0,75;1,81
4207577;Iomerê;0,48;0,33;0,795;0,754;0,891;0,749;0,98
3131158;Ipaba;0,47;0,4;0,665;0,63;0,829;0,562;15,13
5210109;Ipameri;0,48;0,49;0,701;0,711;0,823;0,588;6,61
3131208;Ipanema;0,53;0,53;0,693;0,67;0,848;0,586;17,14
2404705;Ipanguaçu;0,56;0,48;0,603;0,568;0,744;0,518;34,99
2305654;Ipaporanga;0,57;0,55;0,579;0,502;0,766;0,506;55,78
3131307;Ipatinga;0,55;0,52;0,771;0,752;0,864;0,705;5,92
2305704;Ipaumirim;0,61;0,63;0,606;0,621;0,729;0,491;36,35
3520905;Ipaussu;0,48;0,48;0,727;0,713;0,828;0,65;5,14
4310439;Ipê;0,39;0,45;0,728;0,751;0,831;0,618;2,92
2913804;Ipecaetá;0,48;0,53;0,55;0,506;0,776;0,424;52,76
3521002;Iperó;0,48;0,4;0,719;0,68;0,814;0,672;7,35
3521101;Ipeúna;0,51;0,46;0,753;0,737;0,845;0,685;3,87
3131406;Ipiaçu;0,62;0,43;0,696;0,68;0,814;0,61;6,43
2913903;Ipiaú;0,63;0,69;0,67;0,687;0,796;0,551;29,68
3521150;Ipiguá;0,47;0,36;0,73;0,696;0,839;0,666;3,51
2914000;Ipirá;0,57;0,52;0,549;0,568;0,748;0,39;38,41
4207601;Ipira;0,46;0,45;0,736;0,724;0,838;0,657;5,92
4110508;Ipiranga;0,56;0,53;0,652;0,684;0,828;0,489;15,05
5210158;Ipiranga de Goiás;0,53;0,42;0,696;0,643;0,816;0,642;14,96
5104526;Ipiranga do Norte;0,42;0,48;0,727;0,742;0,807;0,642;5,92
2204808;Ipiranga do Piauí;0,52;0,47;0,63;0,56;0,765;0,583;36,46
4310462;Ipiranga do Sul;0,52;0,48;0,791;0,818;0,866;0,698;2,05
1301803;Ipixuna;0,68;0,58;0,481;0,476;0,772;0,302;68,07
1503457;Ipixuna do Pará;0,59;0,57;0,489;0,508;0,757;0,304;52,27
2607208;Ipojuca;0,53;0,5;0,619;0,613;0,774;0,499;27,22
4110607;Iporã;0,54;0,45;0,706;0,696;0,829;0,611;8,15
5210208;Iporá;0,55;0,51;0,743;0,731;0,84;0,667;6,36
4207650;Iporã do Oeste;0,48;0,43;0,759;0,743;0,847;0,695;3,45
3521200;Iporanga;0,56;0,53;0,703;0,637;0,816;0,668;25,24
2305803;Ipu;0,59;0,56;0,618;0,583;0,762;0,532;42,15
3521309;Ipuã;0,55;0,59;0,749;0,759;0,848;0,654;4,06
4207684;Ipuaçu;0,56;0,61;0,66;0,674;0,79;0,54;27,86
2607307;Ipubi;0,66;0,53;0,55;0,541;0,712;0,433;47,4
2404804;Ipueira;0,5;0,4;0,679;0,627;0,788;0,633;15,35
1709807;Ipueiras;0,56;0,43;0,62;0,576;0,797;0,518;28,66
2305902;Ipueiras;0,58;0,56;0,573;0,534;0,735;0,479;51,9
3131505;Ipuiúna;0,64;0,53;0,686;0,723;0,866;0,516;7
4207700;Ipumirim;0,55;0,42;0,738;0,747;0,853;0,631;3,58
2914109;Ipupiara;0,6;0,5;0,59;0,558;0,736;0,499;40,28
1400282;Iracema;0,55;0,62;0,582;0,56;0,81;0,434;47,85
2306009;Iracema;0,61;0,55;0,652;0,597;0,733;0,632;33,85
4110656;Iracema do Oeste;0,48;0,4;0,707;0,672;0,836;0,63;10,28
3521408;Iracemápolis;0,5;0,4;0,776;0,742;0,863;0,729;2,93
4207759;Iraceminha;0,44;0,43;0,722;0,71;0,845;0,628;9,03
4310504;Iraí;0,64;0,54;0,691;0,684;0,819;0,59;20,23
3131604;Iraí de Minas;0,52;0,48;0,695;0,705;0,847;0,563;6,02
2914208;Irajuba;0,52;0,52;0,576;0,544;0,776;0,453;44,78
2914307;Iramaia;0,48;0,5;0,571;0,543;0,74;0,463;44,26
1301852;Iranduba;0,59;0,56;0,613;0,607;0,799;0,476;34,86
4207809;Irani;0,62;0,42;0,742;0,715;0,847;0,675;5,71
3521507;Irapuã;0,48;0,36;0,713;0,688;0,844;0,624;3,8
3521606;Irapuru;0,55;0,44;0,712;0,691;0,839;0,622;9,54
2914406;Iraquara;0,55;0,61;0,599;0,548;0,749;0,523;53,66
2914505;Irará;0,58;0,5;0,62;0,587;0,809;0,501;33,95
4110706;Irati;0,55;0,49;0,726;0,715;0,835;0,64;6,79
4207858;Irati;0,69;0,45;0,707;0,694;0,836;0,609;11,05
2306108;Irauçuba;0,57;0,61;0,605;0,526;0,755;0,557;56,58
2914604;Irecê;0,59;0,59;0,691;0,661;0,776;0,643;25,5
4110805;Iretama;0,62;0,58;0,665;0,696;0,811;0,521;14,82
4207908;Irineópolis;0,55;0,54;0,699;0,72;0,836;0,567;10,69
1503507;Irituia;0,6;0,58;0,559;0,536;0,763;0,427;53,19
3202652;Irupi;0,47;0,51;0,637;0,658;0,798;0,493;17,29
2204907;Isaías Coelho;0,6;0,79;0,582;0,628;0,767;0,41;54,14
5210307;Israelândia;0,47;0,43;0,711;0,664;0,831;0,652;7,55
4208005;Itá;0,55;0,45;0,771;0,747;0,879;0,698;3,39
4310538;Itaara;0,6;0,61;0,76;0,761;0,841;0,687;7,21
2506905;Itabaiana;0,52;0,5;0,613;0,592;0,727;0,536;34,43
2802908;Itabaiana;0,51;0,52;0,642;0,645;0,801;0,513;21,91
2803005;Itabaianinha;0,53;0,51;0,556;0,555;0,761;0,407;44,39
2914653;Itabela;0,54;0,55;0,599;0,614;0,751;0,465;31,39
3521705;Itaberá;0,61;0,5;0,693;0,652;0,803;0,636;19,98
2914703;Itaberaba;0,58;0,58;0,62;0,638;0,769;0,485;29,19
5210406;Itaberaí;0,63;0,55;0,719;0,735;0,828;0,61;7,63
2803104;Itabi;0,58;0,47;0,602;0,569;0,748;0,512;36,88
3131703;Itabira;0,55;0,51;0,756;0,729;0,873;0,678;7,46
3131802;Itabirinha;0,61;0,47;0,653;0,625;0,838;0,531;23,94
3131901;Itabirito;0,48;0,47;0,73;0,737;0,828;0,638;3,08
